dataset,row_id,full_question,final_ground_truth,hop_questions,hop_ground_truths,hop_responses
twohopfact,298228,The novel with 'Mina Harker' as the main character was written by an author named,Bram Stoker,"[""The novel with 'Mina Harker' as the main character is"", ""Dracula was written by an author named""]","[""Dracula"", ""Bram Stoker|Abraham Stoker""]","[""Dracula by Bram Stoker"", ""Bram Stoker""]"
twohopfact,298232,The novel with 'Jonathan Harker' as the main character was written by an author named,Bram Stoker,"[""The novel with 'Jonathan Harker' as the main character is"", ""Dracula was written by an author named""]","[""Dracula"", ""Bram Stoker|Abraham Stoker""]","[""\""Dracula\"" by Bram Stoker"", ""Bram Stoker""]"
twohopfact,298234,The novel with 'Heathcliff' as the main character was written by an author named,Emily Brontë,"[""The novel with 'Heathcliff' as the main character is"", ""Wuthering Heights was written by an author named""]","[""Wuthering Heights"", ""Emily Brontë|Ellis Bell|Emily Jane Bronte|Emily Jane Brontë|Emily Bronte""]","[""Wuthering Heights by Emily Brontë."", ""Emily Brontë""]"
twohopfact,298236,The novel with 'Catherine Earnshaw' as the main character was written by an author named,Emily Brontë,"[""The novel with 'Catherine Earnshaw' as the main character is"", ""Wuthering Heights was written by an author named""]","[""Wuthering Heights"", ""Emily Brontë|Ellis Bell|Emily Jane Bronte|Emily Jane Brontë|Emily Bronte""]","[""Wuthering Heights by Emily Brontë."", ""Emily Brontë""]"
twohopfact,298237,The novel with 'Captain Nemo' as the main character was written by an author named,Jules Verne,"[""The novel with 'Captain Nemo' as the main character is"", ""Twenty Thousand Leagues Under the Sea was written by an author named""]","[""Twenty Thousand Leagues Under the Sea|20,000 Leagues Under the Sea|20k Leagues Under the Sea|20,000 Thousand Leagues Under the Seas: An Underwater Tour of the World|20k Thousand Leagues Under the Seas: An Underwater Tour of the World|20 000 Leagues Under the Sea|20000 Leagues Under the Sea|20 000 Thousand Leagues Under the Seas: An Underwater Tour of the World|20000 Thousand Leagues Under the Seas: An Underwater Tour of the World|Twenty Thousand Leagues Under the Seas: An Underwater Tour of the World"", ""Jules Verne|Jules Gabriel Verne|Julius Verne""]","[""\""Twenty Thousand Leagues Under the Sea\""."", ""Jules Verne""]"
twohopfact,298247,The novel with 'Quasimodo' as the main character was written by an author named,Victor Hugo,"[""The novel with 'Quasimodo' as the main character is"", ""The Hunchback of Notre Dame was written by an author named""]","[""The Hunchback of Notre Dame|The Hunchback of Notre-Dame|Notre-Dame de Paris"", ""Victor Hugo|Victor Marie Hugo|Victor-Marie Hugo|Victor Marie, Comte Hugo""]","[""\""The Hunchback of Notre Dame\""."", ""Victor Hugo""]"
twohopfact,298250,The novel with 'Dorothy Gale' as the main character was written by an author named,L. Frank Baum,"[""The novel with 'Dorothy Gale' as the main character is"", ""The Wonderful Wizard of Oz was written by an author named""]","[""The Wonderful Wizard of Oz|The Wizard of Oz"", ""L. Frank Baum|Captain Hugh Fitzgerald|Suzanne Metcalf|Schuyler Staunton|Edith Van Dyne|George Brooks|Louis F. Baum|Capt. Hugh Fitzgerald|Lyman Frank Baum|Pete|Dugout|Floyd Akers|Laura Bancroft|John Estes Cooke""]","[""The Wizard of Oz."", ""L. Frank Baum""]"
twohopfact,298251,The novel with 'Guy Montag' as the main character was written by an author named,Ray Bradbury,"[""The novel with 'Guy Montag' as the main character is"", ""Fahrenheit 451 was written by an author named""]","[""Fahrenheit 451"", ""Ray Bradbury|Ray Douglas Bradbury|Raymond Douglas Bradbury""]","[""\"" Fahrenheit 451\""."", ""Ray Bradbury""]"
twohopfact,298256,The novel with 'The Tin Man' as the main character was written by an author named,L. Frank Baum,"[""The novel with 'The Tin Man' as the main character is"", ""The Wonderful Wizard of Oz was written by an author named""]","[""The Wonderful Wizard of Oz|The Wizard of Oz"", ""L. Frank Baum|Captain Hugh Fitzgerald|Suzanne Metcalf|Schuyler Staunton|Edith Van Dyne|George Brooks|Louis F. Baum|Capt. Hugh Fitzgerald|Lyman Frank Baum|Pete|Dugout|Floyd Akers|Laura Bancroft|John Estes Cooke""]","[""\""The Wizard of Oz\"""", ""L. Frank Baum""]"
twohopfact,298258,The novel with 'Mr. Rochester' as the main character was written by an author named,Charlotte Brontë,"[""The novel with 'Mr. Rochester' as the main character is"", ""Jane Eyre was written by an author named""]","[""Jane Eyre"", ""Charlotte Brontë|Sharlotta Bronte|Charles Wellesley|Charlotte Bronte|Douro|Karlotta Bronte|Mrs. Arthur Bell Nicholls|Tree|Florian Wellesley|Lord Charles Albert|Currer Bell|Charlotte Nicholls|Mrs. A. B. Nicholls|Captain Tree""]","[""\""Jane Eyre\""."", ""Charlotte Brontë""]"
twohopfact,298259,The novel with 'Atticus Finch' as the main character was written by an author named,Harper Lee,"[""The novel with 'Atticus Finch' as the main character is"", ""To Kill a Mockingbird was written by an author named""]","[""To Kill a Mockingbird"", ""Harper Lee|Nelle Harper Lee""]","[""To Kill a Mockingbird."", ""Harper Lee""]"
twohopfact,298260,The novel with 'Scarlett O'Hara' as the main character was written by an author named,Margaret Mitchell,"[""The novel with 'Scarlett O'Hara' as the main character is"", ""Gone with the Wind was written by an author named""]","[""Gone with the Wind"", ""Margaret Mitchell|Margaret Munnerlyn Mitchell""]","[""\""Gone with the Wind\""."", ""Margaret Mitchell""]"
twohopfact,298263,The novel with 'Mr. Hyde' as the main character was written by an author named,Robert Louis Stevenson,"[""The novel with 'Mr. Hyde' as the main character is"", ""Strange Case of Dr Jekyll and Mr Hyde was written by an author named""]","[""Strange Case of Dr Jekyll and Mr Hyde|The Strange Case of Dr. Jekyll and Mr. Hyde|The Strange Case of Dr Jekyll and Mr Hyde|Jekyll and Hyde|Dr. Jekyll and Mr. Hyde|Dr Jekyll and Mr Hyde|Doctor Jekyll and Mister Hyde|The Strange Case of Doctor Jekyll and Mister Hyde|Strange Case of Doctor Jekyll and Mister Hyde"", ""Robert Louis Stevenson|Robert Lewis Balfour Stevenson|Robert Luis Stivensoni|Shih-ti-wen-sheng|Stivenson|Robert Loui Sitivensin|Robert Louis Balfour Stevenson|Robert Lui Stivenson|RL Stivenson|RL Stevenson|RLS|R. L. Stevenson""]","[""\""Jekyll and Hyde\""."", ""Robert Louis Stevenson""]"
twohopfact,298262,The novel with 'Dr. Jekyll' as the main character was written by an author named,Robert Louis Stevenson,"[""The novel with 'Dr. Jekyll' as the main character is"", ""Strange Case of Dr Jekyll and Mr Hyde was written by an author named""]","[""Strange Case of Dr Jekyll and Mr Hyde|The Strange Case of Dr. Jekyll and Mr. Hyde|The Strange Case of Dr Jekyll and Mr Hyde|Jekyll and Hyde|Dr. Jekyll and Mr. Hyde|Dr Jekyll and Mr Hyde|Doctor Jekyll and Mister Hyde|The Strange Case of Doctor Jekyll and Mister Hyde|Strange Case of Doctor Jekyll and Mister Hyde"", ""Robert Louis Stevenson|Robert Lewis Balfour Stevenson|Robert Luis Stivensoni|Shih-ti-wen-sheng|Stivenson|Robert Loui Sitivensin|Robert Louis Balfour Stevenson|Robert Lui Stivenson|RL Stivenson|RL Stevenson|RLS|R. L. Stevenson""]","[""\""Robert Louis Stevenson's \""The Strange Case of Dr. Jekyll and Mr. Hyde\""."", ""Robert Louis Stevenson""]"
twohopfact,298281,The novel with 'Jo March' as the main character was written by an author named,Louisa May Alcott,"[""The novel with 'Jo March' as the main character is"", ""Little Women was written by an author named""]","[""Little Women|Meg, Jo, Beth, and Amy|Little Women, or, Meg, Jo, Beth, and Amy"", ""Louisa May Alcott|A. M. Barnard|Flora Fairfield|Flora Fairchild|Louisa Alcott|Louisa M. Alcott|Louisa Mary Alcott""]","[""\""Little Women\""."", ""Louisa May Alcott""]"
twohopfact,298285,The novel with 'Amy March' as the main character was written by an author named,Louisa May Alcott,"[""The novel with 'Amy March' as the main character is"", ""Little Women was written by an author named""]","[""Little Women|Meg, Jo, Beth, and Amy|Little Women, or, Meg, Jo, Beth, and Amy"", ""Louisa May Alcott|A. M. Barnard|Flora Fairfield|Flora Fairchild|Louisa Alcott|Louisa M. Alcott|Louisa Mary Alcott""]","[""Little Women."", ""Louisa May Alcott""]"
twohopfact,298301,The novel with 'Howard Roark' as the main character was written by an author named,Ayn Rand,"[""The novel with 'Howard Roark' as the main character is"", ""The Fountainhead was written by an author named""]","[""The Fountainhead"", ""Ayn Rand|Alisa Zinov'yevna Rosenbaum""]","[""Ayn Rand's \""The Fountainhead\""."", ""Ayn Rand""]"
twohopfact,298303,The novel with 'Mr. Toad' as the main character was written by an author named,Kenneth Grahame,"[""The novel with 'Mr. Toad' as the main character is"", ""The Wind in the Willows was written by an author named""]","[""The Wind in the Willows"", ""Kenneth Grahame""]","[""The Wind in the Willows"", ""Kenneth Grahame""]"
twohopfact,298328,The novel with 'Allan Quatermain' as the main character was written by an author named,H. Rider Haggard,"[""The novel with 'Allan Quatermain' as the main character is"", ""King Solomon's Mines was written by an author named""]","[""King Solomon's Mines"", ""H. Rider Haggard|Henry Rider Haggard|Sir Henry Rider Haggard|H. R. Haggard|H Rider Haggard""]","[""\""King Solomon's Mines\"" by H. Rider Haggard"", ""H. Rider Haggard""]"
twohopfact,298332,The novel with 'Wendy Darling' as the main character was written by an author named,J. M. Barrie,"[""The novel with 'Wendy Darling' as the main character is"", ""Peter Pan was written by an author named""]","[""Peter Pan|Peter and Wendy|Peter Pan; or, the Boy Who Wouldn't Grow Up"", ""J. M. Barrie|James Matthew Barrie|J.M. Barrie|Sir James Matthew Barrie, 1st Baronet|James Barrie|JM Barrie|James M. Barrie""]","[""Peter Pan."", ""J.M. Barrie""]"
twohopfact,298333,The novel with 'Ichabod Crane' as the main character was written by an author named,Washington Irving,"[""The novel with 'Ichabod Crane' as the main character is"", ""The Legend of Sleepy Hollow was written by an author named""]","[""The Legend of Sleepy Hollow"", ""Washington Irving|Diedrich Knickerbocker|Geoffrey Crayon|Lauuncelot Langstaff""]","[""The Legend of Sleepy Hollow"", ""Washington Irving""]"
twohopfact,300687,The organization led by CEO Andy Jassy was founded by the person named,Jeff Bezos,"[""The organization led by CEO Andy Jassy is"", ""Amazon was founded by the person named""]","[""Amazon|Amazon.com|Amazon.com, Inc."", ""Jeff Bezos|Jeffrey Preston Bezos|Jeffrey Preston Jorgensen|Jeffrey Bezos|Jeffrey Jorgensen|Jeff Jorgensen""]","[""Amazon"", ""Jeff Bezos""]"
twohopfact,302337,The organization led by CEO Satya Nadella has its headquarters in the city of,Redmond,"[""The organization led by CEO Satya Nadella is"", ""Microsoft has its headquarters in the city of""]","[""Microsoft|MS|MSFT|Microsoft Corp.|Micro-Soft|Microsoft Corporation|MICROSOFT TECHNOLOGY LICENSING, LLC (Redmond, WA)"", ""Redmond|Redmond, Washington|Redmond, WA""]","[""Microsoft Corporation"", ""Redmond.""]"
twohopfact,302338,The organization led by CEO Tim Cook has its headquarters in the city of,Cupertino,"[""The organization led by CEO Tim Cook is"", ""Apple has its headquarters in the city of""]","[""Apple|Apple Computer, Inc.|Apple Computer Inc|Apple Incorporated|Apple Computer Incorporated|Apple, Inc|Apple Computer Inc.|Apple Inc.|AAPL|Apple Inc.     (Cupertino, CA)"", ""Cupertino|City of Cupertino|Cupertino, California|Cupertino, CA""]","[""Apple Inc."", ""Cupertino.""]"
twohopfact,302339,The organization led by CEO Bob Chapek has its headquarters in the city of,Burbank,"[""The organization led by CEO Bob Chapek is"", ""The Walt Disney Company has its headquarters in the city of""]","[""The Walt Disney Company|Disney|Disney Brothers Cartoon Studio|The Walt Disney Studio|Walt Disney Productions|Walt Disney Company|Walt Disney"", ""Burbank|Burbank, California|Burbank, CA""]","[""The Walt Disney Company"", ""Burbank.""]"
twohopfact,302340,The organization led by CEO Andy Jassy has its headquarters in the city of,Seattle,"[""The organization led by CEO Andy Jassy is"", ""Amazon has its headquarters in the city of""]","[""Amazon|Amazon.com|Amazon.com, Inc."", ""Seattle|Seattle, Washington|Seattle, WA|Duwamps|New York Alki""]","[""Amazon"", ""Seattle.""]"
twohopfact,302361,The organization led by CEO Warren Buffett has its headquarters in the city of,Omaha,"[""The organization led by CEO Warren Buffett is"", ""Berkshire Hathaway has its headquarters in the city of""]","[""Berkshire Hathaway|Berkshire Hathaway Inc.|Valley Falls Company|Berkshire Hathaway Incorperation"", ""Omaha|Omaha, Nebraska|Omaha, NE""]","[""Berkshire Hathaway."", ""Omaha.""]"
twohopfact,302383,The organization led by CEO Fatih Birol has its headquarters in the city of,Paris,"[""The organization led by CEO Fatih Birol is"", ""International Energy Agency has its headquarters in the city of""]","[""International Energy Agency|IEA|iea.org"", ""Paris|City of Light|City of Love|Lutetia""]","[""International Energy Agency (IEA)"", ""Paris.""]"
twohopfact,302399,The organization led by CEO Jenő Vázsonyi has its headquarters in the city of,Budapest,"[""The organization led by CEO Jenő Vázsonyi is"", ""Hungarian State Railways has its headquarters in the city of""]","[""Hungarian State Railways|MÁV|Magyar Államvasutak Zrt.|MAV|Magyar Allamvasutak Zrt.|Royal Hungarian State Railways"", ""Budapest|Buda Pest|Buda-Pest|Budapešť|Budapesta|Budapeszt|Buda|Ofen|Budín|Budim|Budon|Pest|Pešť|Pešta|Alt-Ofen|Budapest, Hungary|Buda-Pesth""]","[""Hungarian Railways (MÁV)"", ""Budapest""]"
twohopfact,302537,The organization led by CEO Anne-Marie Slaughter has its headquarters in the city of,"Washington, D.C.","[""The organization led by CEO Anne-Marie Slaughter is"", ""New America has its headquarters in the city of""]","[""New America|New America Foundation"", ""Washington, D.C.|Washington|Washington DC|Washington, DC|DC|D.C.|District of Columbia|Washington, District of Columbia|Washington D.C.|The District|Washington, D.C., U.S.|US-DC|Washington, D. C.|D.C. Washington""]","[""The New America Foundation."", ""Washington D.C.""]"
twohopfact,304793,The organization led by CEO Satya Nadella has its headquarters in the country of,United States of America,"[""The organization led by CEO Satya Nadella is"", ""Microsoft has its headquarters in the country of""]","[""Microsoft|MS|MSFT|Microsoft Corp.|Micro-Soft|Microsoft Corporation|MICROSOFT TECHNOLOGY LICENSING, LLC (Redmond, WA)"", ""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica""]","[""Microsoft Corporation"", ""United States.""]"
twohopfact,304795,The organization led by CEO Akio Toyoda has its headquarters in the country of,Japan,"[""The organization led by CEO Akio Toyoda is"", ""Toyota has its headquarters in the country of""]","[""Toyota|Toyota Motor Corporation|Toyota Jidosha KK|Toyota Jidōsha|TOYOTA JIDOSHA KABUSHIKI KAISHA|TOYOTA JIDOSHA KABUSHIKI KAISHA (Toyota)"", ""Japan|State of Japan|Land of the Rising Sun|Nihon|Nippon|JP|Nippon-koku|Nihon-koku|JPN|JAP|JA|🇯🇵|Iapan|Iapon|Land of Rising Sun""]","[""Toyota Motor Corporation"", ""Japan.""]"
twohopfact,304796,The organization led by CEO Bob Chapek has its headquarters in the country of,United States of America,"[""The organization led by CEO Bob Chapek is"", ""The Walt Disney Company has its headquarters in the country of""]","[""The Walt Disney Company|Disney|Disney Brothers Cartoon Studio|The Walt Disney Studio|Walt Disney Productions|Walt Disney Company|Walt Disney"", ""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica""]","[""The Walt Disney Company"", ""United States""]"
twohopfact,304812,The organization led by CEO Mark Zuckerberg has its headquarters in the country of,United States of America,"[""The organization led by CEO Mark Zuckerberg is"", ""Meta Platforms has its headquarters in the country of""]","[""Meta Platforms|Meta Platforms, Inc.|Facebook, Inc.|Facebook|Meta|TheFacebook, Inc."", ""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica""]","[""Facebook"", ""United States""]"
twohopfact,304824,The organization led by CEO Warren Buffett has its headquarters in the country of,United States of America,"[""The organization led by CEO Warren Buffett is"", ""Berkshire Hathaway has its headquarters in the country of""]","[""Berkshire Hathaway|Berkshire Hathaway Inc.|Valley Falls Company|Berkshire Hathaway Incorperation"", ""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica""]","[""Berkshire Hathaway."", ""United States.""]"
twohopfact,304852,The organization led by CEO Larry Fink has its headquarters in the country of,United States of America,"[""The organization led by CEO Larry Fink is"", ""BlackRock has its headquarters in the country of""]","[""BlackRock|BlackRock, Inc.|BLK"", ""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica""]","[""BlackRock"", ""United States.""]"
twohopfact,304891,The organization led by CEO Jenő Vázsonyi has its headquarters in the country of,Hungary,"[""The organization led by CEO Jenő Vázsonyi is"", ""Hungarian State Railways has its headquarters in the country of""]","[""Hungarian State Railways|MÁV|Magyar Államvasutak Zrt.|MAV|Magyar Allamvasutak Zrt.|Royal Hungarian State Railways"", ""Hungary|hu|🇭🇺|HUN""]","[""Hungarian Railways (MÁV)"", ""Hungary""]"
twohopfact,305098,The organization led by CEO Anne-Marie Slaughter has its headquarters in the country of,United States of America,"[""The organization led by CEO Anne-Marie Slaughter is"", ""New America has its headquarters in the country of""]","[""New America|New America Foundation"", ""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica""]","[""The New America Foundation."", ""United States.""]"
twohopfact,309009,The organization led by CEO Andy Jassy is listed on a stock exchange named,Nasdaq,"[""The organization led by CEO Andy Jassy is"", ""Amazon is listed on a stock exchange named""]","[""Amazon|Amazon.com|Amazon.com, Inc."", ""Nasdaq|National Association of Securities Dealers Automated Quotations|Nasdaq Stock Market|NASDAQ - All Markets""]","[""Amazon"", ""NASDAQ""]"
twohopfact,309013,The organization led by CEO Mark Zuckerberg is listed on a stock exchange named,Nasdaq,"[""The organization led by CEO Mark Zuckerberg is"", ""Meta Platforms is listed on a stock exchange named""]","[""Meta Platforms|Meta Platforms, Inc.|Facebook, Inc.|Facebook|Meta|TheFacebook, Inc."", ""Nasdaq|National Association of Securities Dealers Automated Quotations|Nasdaq Stock Market|NASDAQ - All Markets""]","[""Facebook"", ""NASDAQ""]"
twohopfact,309019,The organization led by CEO Warren Buffett is listed on a stock exchange named,New York Stock Exchange,"[""The organization led by CEO Warren Buffett is"", ""Berkshire Hathaway is listed on a stock exchange named""]","[""Berkshire Hathaway|Berkshire Hathaway Inc.|Valley Falls Company|Berkshire Hathaway Incorperation"", ""New York Stock Exchange|NYSE|Big Board|The New York Stock Exchange|NY Stock Exchange|N. Y. Stock Exchange|N.Y. Stock Exchange|XNYS""]","[""Berkshire Hathaway."", ""New York Stock Exchange (NYSE)""]"
twohopfact,309029,The organization led by CEO Larry Fink is listed on a stock exchange named,New York Stock Exchange,"[""The organization led by CEO Larry Fink is"", ""BlackRock is listed on a stock exchange named""]","[""BlackRock|BlackRock, Inc.|BLK"", ""New York Stock Exchange|NYSE|Big Board|The New York Stock Exchange|NY Stock Exchange|N. Y. Stock Exchange|N.Y. Stock Exchange|XNYS""]","[""BlackRock"", ""New York Stock Exchange (NYSE)""]"
twohopfact,309459,The president of Russia was born in the city of,Saint Petersburg,"[""The president of Russia is"", ""Vladimir Putin was born in the city of""]","[""Vladimir Putin|Vladimir Vladimirovich Putin|Putin"", ""Saint Petersburg|St. Petersburg|Petrograd|Leningrad|Petersburg|Sankt-Peterburg|St Petersburg""]","[""Vladimir Putin"", ""Leningrad.""]"
twohopfact,309471,The president of Venezuela was born in the city of,Caracas,"[""The president of Venezuela is"", ""Nicolás Maduro was born in the city of""]","[""Nicolás Maduro|Nicolás Maduro Moros|Nicolas Maduro Moros|Nicolas Maduro|Maduro"", ""Caracas|Santiago de Leon de Caracas|CCS|Santiago de León de Caracas""]","[""Nicolas Maduro"", ""Caracas.""]"
twohopfact,309490,The president of Liberia was born in the city of,Monrovia,"[""The president of Liberia is"", ""George Weah was born in the city of""]","[""George Weah|George Manneh Oppong Weah"", ""Monrovia""]","[""George Weah"", ""Monrovia.""]"
twohopfact,309754,The president of United States of America was born in the country of,United States of America,"[""The president of United States of America is"", ""Joe Biden was born in the country of""]","[""Joe Biden|Joseph Biden|Joseph R. Biden|Joseph R. Biden Jr.|Joseph R. Biden, Jr.|Biden|JRB|POTUS 46|Joe R. Biden Jr.|Joseph Robinette Biden|President Biden|President Joe Biden|President Joseph Biden|President Joseph R. Biden|Joseph Robinette Biden Jr.|President Joseph Biden Jr.|President Joseph Robinette Biden|President Joseph R. Biden Jr.|Joe R. Biden|President Joseph Robinette Biden Jr.|Joe Biden Jr.|Robin Ware|Robert L. Peters|JRB Ware"", ""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica""]","[""Joe Biden"", ""United States""]"
twohopfact,309755,The president of Russia was born in the country of,Russia,"[""The president of Russia is"", ""Vladimir Putin was born in the country of""]","[""Vladimir Putin|Vladimir Vladimirovich Putin|Putin"", ""Russia|Rossiya|Rossija|RU|RUS|Rossijskaja Federatsija|Russian Federation|Rossiyskaya Federatsiya|RF|Российская Федерация|Россия|Federation of Russia""]","[""Vladimir Putin"", ""Russia""]"
twohopfact,309760,The president of Iran was born in the country of,Iran,"[""The president of Iran is"", ""Ali Khamenei was born in the country of""]","[""Ali Khamenei|Alī Ḥoseynī Khāmeneī|Imam Khamenei|Sayyid Ali Khamenei|Sayyid Ali Hoseyni Khamenei|Ayatollah Khamenei|Ayatollah Ali Khamenei"", ""Iran|Islamic Republic of Iran|Persia|ir|Islamic Rep. Iran|🇮🇷|irn""]","[""Ayatollah Ali Khamenei"", ""Iran.""]"
twohopfact,309767,The president of Venezuela was born in the country of,Venezuela,"[""The president of Venezuela is"", ""Nicolás Maduro was born in the country of""]","[""Nicolás Maduro|Nicolás Maduro Moros|Nicolas Maduro Moros|Nicolas Maduro|Maduro"", ""Venezuela|Bolivarian Republic of Venezuela|BR Venezuela|VE|🇻🇪|Estados Unidos de Venezuela|Vzla|VEN""]","[""Nicolas Maduro"", ""Venezuela.""]"
twohopfact,309779,The president of Eritrea was born in the country of,Eritrea,"[""The president of Eritrea is"", ""Isaias Afwerki was born in the country of""]","[""Isaias Afwerki"", ""Eritrea|State of Eritrea|Ertrā|Iritriyā|er|🇪🇷|ERI|IRI""]","[""Isaias Afwerki"", ""Eritrea""]"
twohopfact,309786,The president of Liberia was born in the country of,Liberia,"[""The president of Liberia is"", ""George Weah was born in the country of""]","[""George Weah|George Manneh Oppong Weah"", ""Liberia|Republic of Liberia|lr|🇱🇷|LBR""]","[""George Weah"", ""Liberia""]"
twohopfact,310344,The singer of 'Tik Tok' was born in the city of,Los Angeles,"[""The singer of 'Tik Tok' is"", ""Kesha was born in the city of""]","[""Kesha|Ke$ha|Kesha Rose Sebert|Kesha Sebert"", ""Los Angeles|Los Angeles, California|Pink City|The town of Our Lady the Queen of the Angels of the Little Portion|La La Land|Tinsel Town|City of Angels|City of Los Angeles|LA, California|L.A.|LA|Double Dubuque|Los Ángeles|Los Angeles, CA""]","[""Ke$ha"", ""Los Angeles""]"
twohopfact,310391,The singer of 'Summertime Sadness' was born in the city of,New York City,"[""The singer of 'Summertime Sadness' is"", ""Lana Del Rey was born in the city of""]","[""Lana Del Rey|May Jailer|Elizabeth Grant|Lizzy Grant|Elizabeth Woolridge Grant|Lana Del Ray|Lana|لانا دل راي|دل راي|إليزابيث وولريدج غرانت|إليزابيث غرانت|ليزي غرانت|ليزي|لانا"", ""New York City|NYC|the five boroughs|Big Apple|City of New York|NY City|New York, New York|New York City, New York|New York, NY|New York City, NY|Caput Mundi|The City So Nice They Named It Twice|Capital of the World|New York|New York City (NYC)|New York (city)|Center of the Universe""]","[""Lana Del Rey"", ""New York City.""]"
twohopfact,310404,The singer of 'Still D.R.E.' was born in the city of,Long Beach,"[""The singer of 'Still D.R.E.' is"", ""Snoop Dogg was born in the city of""]","[""Snoop Dogg|Snoop Doggy Dogg|Bigg Snoop Dogg|Snoop Lion|Calvin Broadus|Snoopzilla|Cordozar Calvin Broadus|Snoop D.O. Double G|Snoop Rock|Calvin Cordozar Broadus Jr.|Calvin Broadus Jr.|Cordozar Calvin Broadus Jr.|Keresztes Ildikó|Calvin Corde Broadus|Snoop-A-Loop"", ""Long Beach|Long Beach, California|Long Beach, CA""]","[""Snoop Dogg"", ""Long Beach""]"
twohopfact,310525,The singer of 'Turn the Page' was born in the city of,Detroit,"[""The singer of 'Turn the Page' is"", ""Bob Seger was born in the city of""]","[""Bob Seger|Robert Clark Seger"", ""Detroit|Motor City|Detroit, Michigan|Detroiit|Detroit, MI|The D|City of Detroit""]","[""Bob Seger"", ""Detroit""]"
twohopfact,310530,The singer of 'Maybellene' was born in the city of,St. Louis,"[""The singer of 'Maybellene' is"", ""Chuck Berry was born in the city of""]","[""Chuck Berry|Charles Edward Anderson Berry|Charles Edward Anderson Chuck Berry|Charles Edward Anderson|Charles Edward Berry"", ""St. Louis|St. Louis, Missouri|City of St. Louis|St. Louis City|Saint Louis|St Louis|St. Louis, MO|Saint Louis, MO""]","[""Chuck Berry"", ""St. Louis""]"
twohopfact,310536,The singer of 'You Never Can Tell' was born in the city of,St. Louis,"[""The singer of 'You Never Can Tell' is"", ""Chuck Berry was born in the city of""]","[""Chuck Berry|Charles Edward Anderson Berry|Charles Edward Anderson Chuck Berry|Charles Edward Anderson|Charles Edward Berry"", ""St. Louis|St. Louis, Missouri|City of St. Louis|St. Louis City|Saint Louis|St Louis|St. Louis, MO|Saint Louis, MO""]","[""Chuck Berry"", ""St. Louis""]"
twohopfact,310552,The singer of 'Brown Eyed Girl' was born in the city of,Belfast,"[""The singer of 'Brown Eyed Girl' is"", ""Van Morrison was born in the city of""]","[""Van Morrison|George Morrison|George Ivan Morrison|Sir George Morrison|Sir George Ivan Morrison|Van the Man"", ""Belfast|Béal Feirste|Beal Feirste|Belfast, Northern Ireland""]","[""Van Morrison"", ""Belfast.""]"
twohopfact,310613,The singer of 'Black Velvet' was born in the city of,Toronto,"[""The singer of 'Black Velvet' is"", ""Alannah Myles was born in the city of""]","[""Alannah Myles|Alannah Byles"", ""Toronto|City of Toronto|The Six|T-O|The 416|Hogtown|Toronto, Ontario|Toronto, ON|Toronto, Canada""]","[""Alannah Myles"", ""Toronto.""]"
twohopfact,310661,The singer of 'The Needle and the Damage Done' was born in the city of,Toronto,"[""The singer of 'The Needle and the Damage Done' is"", ""Neil Young was born in the city of""]","[""Neil Young|Neil Percival Young|Shakey|Godfather of Grunge|Neil Percival Kenneth Robert Ragland Young"", ""Toronto|City of Toronto|The Six|T-O|The 416|Hogtown|Toronto, Ontario|Toronto, ON|Toronto, Canada""]","[""Neil Young"", ""Toronto.""]"
twohopfact,310890,The singer of 'Cat Scratch Fever' was born in the city of,Detroit,"[""The singer of 'Cat Scratch Fever' is"", ""Ted Nugent was born in the city of""]","[""Ted Nugent|Theodore Anthony Nugent|Theodore Nugent|Theodore Anthony"", ""Detroit|Motor City|Detroit, Michigan|Detroiit|Detroit, MI|The D|City of Detroit""]","[""Ted Nugent"", ""Detroit""]"
