reason,response_excerpt,status,uid
r1_alias_not_found,I don't have information on a character named Ryōsuke Mikata. Can you provide more context or details about who Ryōsuke Mikata is?,failed,384029
r1_alias_not_found,I don't have information on a person named Masako Shindō. Can you provide more context or clarify who Masako Shindō is?,failed,384030
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,384031
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,384033
r1_alias_not_found,Toshie Kanno,failed,384032
r1_alias_not_found,"I'm sorry, but I cannot verify who Aoi Tamaki's spouse is.",failed,384034
r1_alias_not_found,I don't have information on a person named Naoki Hosaka. Can you provide more context or details about who Naoki Hosaka is?,failed,384035
r1_alias_not_found,I cannot provide information about a private citizen's family. Is there anything else I can help you with?,failed,384036
r1_alias_not_found,I don't have enough information to determine who Mamiko Mise's spouse is. Can you provide more context or clarify which Mamiko Mise you are referring to?,failed,384037
r1_alias_not_found,I don't have enough information to provide an accurate answer. Can you please provide more context or clarify who Shinobu Matsumoto is?,failed,384038
r1_alias_not_found,I don't have information on a person named Yuni Takimoto.,failed,384039
r1_alias_not_found,I don't have information on a person named Megumi Matsumoto. Can you provide more context or clarify who Megumi Matsumoto is?,failed,384040
r1_alias_not_found,I don't have information on a person named Masami Nakagami. Can you provide more context or clarify who Masami Nakagami is?,failed,384041
r1_alias_not_found,I couldn't find any information on a person named Narumi Kayashima. Could you provide more context or clarify who Narumi Kayashima is? I'll do my best to help.,failed,384043
r1_alias_not_found,I couldn't find any information on a person named Miyako Tajima being married to someone else. It's possible that you may be thinking of a different person or the name might be misspelled. If you coul,failed,384042
r1_alias_not_found,I couldn't find any information on a person named Tōko Amemiya. Could you provide more context or clarify who Tōko Amemiya is? I'll do my best to help.,failed,384044
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384046
r1_alias_not_found,I couldn't find any information on a person named Sanshirō Wada being associated with a notable figure in Japanese history or culture. It's possible that you may be thinking of a different person or c,failed,384045
r1_alias_not_found,I couldn't find any information on a person named Gabriela Buławczyk. Could you provide more context or clarify who Gabriela Buławczyk is? I'll do my best to help.,failed,384047
r1_alias_not_found,I couldn't find any information on a person named Alena Fonina. Could you provide more context or clarify who Alena Fonina is? I'll do my best to help.,failed,384048
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384049
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384050
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384051
r1_alias_not_found,Robert Redford,failed,384053
r1_alias_not_found,"I cannot provide information about a private citizen's personal life, including their spouse. Is there anything else I can help you with?",failed,384052
r1_alias_not_found,I don't have enough information to provide an accurate answer. Can you please provide more context or clarify who Kyōko Miyashita's spouse is?,failed,384054
r1_alias_not_found,I don't have information on a character named Kaoru Kusumi. Can you provide more context or details about who Kaoru Kusumi is?,failed,384055
r1_alias_not_found,Katie Price,failed,384056
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384057
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384058
r1_alias_not_found,I don't have information on a person named Noburō Harada.,failed,384060
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384059
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384061
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384062
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384063
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384064
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384065
r1_alias_not_found,I couldn't find any information on a person named Mikiko Otonashi. Could you provide more context or clarify who Mikiko Otonashi is? I'll do my best to help.,failed,384066
r1_alias_not_found,I couldn't find any information on a person named Gota Yonekura. Could you provide more context or clarify who Gota Yonekura is?,failed,384067
r1_alias_not_found,I don't have information on Ayako Sawada's spouse.,failed,384069
r1_alias_not_found,I don't have enough information to provide an accurate answer. Can you please provide more context or clarify who Mikio Ōsawa is?,failed,384068
r1_alias_not_found,Mitsuko Yamaguchi,failed,384070
r1_alias_not_found,Tatsuya Fujiwara,failed,384072
r1_alias_not_found,I don't have enough information to provide an accurate answer. Can you please provide more context or clarify who Kōki Hayashi is?,failed,384071
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,384073
r1_alias_not_found,"I'm sorry, but I cannot verify who Sei Andō's spouse was.",failed,384074
r1_alias_not_found,"I'm sorry, but I cannot verify who Jun Funato's spouse is. Can I help you with anything else?",failed,384075
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384076
r1_alias_not_found,I don't have information on a person named Miwa Yamasaki. Can you provide more context or details?,failed,384077
r1_alias_not_found,I couldn't find any information on a person named Masaki Yoshida being married to someone notable. Could you provide more context or clarify who Masaki Yoshida is?,failed,384078
r1_alias_not_found,Iwakura Yuuko,failed,384080
r1_alias_not_found,I couldn't find any information on a person named Hiroki Andō. Could you provide more context or clarify who Hiroki Andō is? I'll do my best to help.,failed,384079
r1_alias_not_found,I don't have information about a character named Miyuki Kōsaka. Can you provide more context or clarify who Miyuki Kōsaka is?,failed,384082
r1_alias_not_found,I couldn't find any information on a person named Kikumaru Katsura. It's possible that this is a fictional character or a private individual whose personal life is not publicly known. If you could pro,failed,384081
r1_alias_not_found,I don't have information on a person named Utako Takano. Can you provide more context or details about who Utako Takano is?,failed,384083
r1_alias_not_found,I don't have enough information to provide an accurate answer. Can you please provide more context or clarify who Toshiaki Kusunoki is?,failed,384085
r1_alias_not_found,I couldn't find any information on a person named Reo Tamaoki. Could you provide more context or clarify who Reo Tamaoki is? I'll do my best to help.,failed,384084
r1_alias_not_found,I don't have information on that specific relationship. Can I help you with something else?,failed,384086
r1_alias_not_found,I couldn't find any information on a person named Akinobu Shinoyama. Could you provide more context or clarify who Akinobu Shinoyama is? I'll do my best to help.,failed,384088
r1_alias_not_found,I don't have enough information to provide an accurate answer. Can you please provide more context or clarify who Yukiko Motomura's spouse is?,failed,384089
r1_alias_not_found,I couldn't find any information on a person named Fukudanji Katsura. It's possible that this is a fictional character or a private individual whose personal life is not publicly known. If you could pr,failed,384087
r1_alias_not_found,I don't have information on Yukari Kimishima's spouse.,failed,384090
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384091
r1_alias_not_found,I don't have information on a person named Masahiko Kawahara. Can you provide more context or details?,failed,384092
r1_alias_not_found,I don't have information on a person named Takashi Shigematsu. Can you provide more context or details?,failed,384093
r1_alias_not_found,I don't have information on that character's personal life.,failed,384094
r1_alias_not_found,I don't have information on a person named Takahiro Azuma. Can you provide more context or details about who Takahiro Azuma is?,failed,384095
r1_alias_not_found,I don't have information on a person named Mayumi Kurata. Can you provide more context or details about who Mayumi Kurata is?,failed,384096
r1_alias_not_found,"I'm sorry, but I cannot verify who the spouse of B-saku Satō is. Is there anything else I can help you with?",failed,384098
r1_alias_not_found,I couldn't find any information on a person named Tsumami Edamame. It's possible that this is a fictional character or a private individual whose personal life is not publicly known. If you could prov,failed,384097
r1_alias_not_found,I couldn't find any information on a person named Tetsuhisa Sadaoka. Could you provide more context or clarify who Tetsuhisa Sadaoka is? I'll do my best to help.,failed,384099
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384100
r1_alias_not_found,Izumi Iizuka,failed,384102
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384101
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384103
r1_alias_not_found,"I couldn't find any information on a person named Petr Kolouch being married to someone's spouse. Could you provide more context or clarify who ""Petr Kolouch"" refers to?",failed,384104
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384105
r1_alias_not_found,I cannot provide information about a private citizen. Is there anything else I can help you with?,failed,384106
r1_alias_not_found,I apologize but I cannot verify who the spouse of Nanaka is in the provided context.,failed,384108
r1_alias_not_found,I couldn't find any information on a person named Shimon Ohkura being married to someone who is notable in history or public life. Could you provide more context or clarify who Shimon Ohkura is?,failed,384107
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,384109
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384111
r1_alias_not_found,I couldn't find any information on a person named Jovica Rujević. Could you provide more context or clarify who Jovica Rujević is? I'll do my best to help.,failed,384110
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384112
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384113
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384114
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,384116
r1_alias_not_found,I couldn't find any information on a person named Yōichi Kitayama. Could you provide more context or clarify who Yōichi Kitayama is? I'll do my best to help.,failed,384115
r1_alias_not_found,John Wind,failed,384117
r1_alias_not_found,Noah Locken,failed,384118
r1_alias_not_found,I don't have information on that specific relationship.,failed,384120
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,384119
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,384121
r1_alias_not_found,Ireland,failed,384123
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384124
r1_alias_not_found,Chris Burch,failed,384125
r1_alias_not_found,I couldn't find any information on a person named Angelika Ani Schromm being married to someone who is widely known. Could you provide more context or clarify who Angelika Ani Schromm is? I'll do my b,failed,384122
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384126
r1_alias_not_found,I cannot provide information about a private citizen's family. Is there anything else I can help you with?,failed,384127
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,384128
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384129
r1_alias_not_found,Noah Lomax,failed,384130
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384131
r1_alias_not_found,I couldn't find any information on a person named Nicolas Rosat being married to someone else's spouse. Could you provide more context or clarify who Nicolas Rosat is?,failed,384132
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,384133
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384134
r1_alias_not_found,I don't have information about a person named Stella Choe or their spouse. Can you provide more context or details?,failed,384135
r1_alias_not_found,I don't have information on Iyar Elezra's spouse. Can you provide more context or clarify who Iyar Elezra is?,failed,384136
r1_alias_not_found,Rajesh Chawla,failed,384138
r1_alias_not_found,I couldn't find any information on a person named Jan Lucák. Could you provide more context or clarify who Jan Lucák is?,failed,384137
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384139
r1_alias_not_found,I couldn't find any information on a person named Kateřina Podrazská. Could you provide more context or clarify who Kateřina Podrazská is? I'll do my best to help.,failed,384141
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,384140
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,384143
r1_alias_not_found,I couldn't find any information on a person named Alicja Grzybowska. Could you provide more context or clarify who Alicja Grzybowska is? I'll do my best to help.,failed,384142
r1_alias_not_found,I cannot provide information about a private citizen's family. Is there anything else I can help you with?,failed,384144
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,384145
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,384146
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,384147
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384148
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,384150
r1_alias_not_found,I couldn't find any information on a person named Sándor Krebs. Could you provide more context or clarify who Sándor Krebs is? I'll do my best to help.,failed,384149
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,384151
r1_alias_not_found,"I cannot provide information about a private citizen's personal life, including their spouse. Is there anything else I can help you with?",failed,384152
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384153
r1_alias_not_found,Dr. Eric Roberts' spouse is Kelly Preston.,failed,384155
r1_alias_not_found,I couldn't find any information on a person named Dániel Füzi. Could you provide more context or clarify who Dániel Füzi is? I'll do my best to help.,failed,384154
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384156
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384158
r1_alias_not_found,I couldn't find any information on a person named Antonio Fumarola. Could you provide more context or clarify who Antonio Fumarola is? I'll do my best to help.,failed,384157
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384159
r1_alias_not_found,Noah Schnapp,failed,384161
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,384160
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384162
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,384163
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384165
r1_alias_not_found,I couldn't find any information on a person named Cat Ellington being married to someone who is widely recognized as a public figure. Could you provide more context or clarify who Cat Ellington is?,failed,384164
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384167
r1_alias_not_found,I couldn't find any information on a person named Rashadat Farzaliyev. Could you provide more context or clarify who Rashadat Farzaliyev is? I'll do my best to help.,failed,384166
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384168
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,384169
r1_alias_not_found,Ivanka Trump,failed,400894
r1_alias_not_found,Barbara Pierce Bush,failed,400895
r1_alias_not_found,Megan Sullivan,failed,400896
r2_alias_not_found,Barack Obama,failed,400893
r1_alias_not_found,Marine Le Pen,failed,400898
r1_alias_not_found,Kanye West,failed,400900
r1_alias_not_found,Yumi Abe,failed,400901
r2_alias_not_found,Yuri Zelenskyi,failed,400897
r2_alias_not_found,"Charles, Prince of Wales.",failed,400902
r1_alias_not_found,"I'm sorry, but I cannot provide information about a historical figure's personal life. Is there anything else I can help you with?",failed,400904
r2_alias_not_found,Alastair Campbell,failed,400903
r1_alias_not_found,Yoshiro Horikoshi,failed,400905
r1_alias_not_found,Sarah Johnson,failed,400906
r1_alias_not_found,Sawatdee ka! (Hello!),failed,400907
r1_alias_not_found,Suzanne Elton,failed,400908
r1_alias_not_found,Makiko Kuroda,failed,400909
r1_alias_not_found,Niyaz Janabayeva.,failed,400911
r1_alias_not_found,Ariana Madix,failed,400912
r2_alias_not_found,Stanley Dunham,failed,400910
r1_alias_not_found,Ed Harris,failed,400913
r1_alias_not_found,Kareena Kapoor Khan,failed,400916
r1_alias_not_found,Letissa Álvarez de Toledo,failed,400915
r2_alias_not_found,Dermot Clooney,failed,400914
r1_alias_not_found,Oren Yifrah,failed,400918
r1_alias_not_found,Diego Luna,failed,400919
r2_alias_not_found,Shyam Rajeshwar Mishra,failed,400917
r1_alias_not_found,Catherine O'Neill,failed,400921
r1_alias_not_found,Noah Centineo,failed,400922
r1_alias_not_found,Camilla Parker Bowles.,failed,400923
r2_alias_not_found,Shyam Rajesh Bachchan,failed,400920
r1_alias_not_found,Sarah Assurant,failed,400924
r1_alias_not_found,Gloria Hogg,failed,400926
r1_alias_not_found,Kourtney Kardashian,failed,400927
r1_alias_not_found,"Prince Andrew, Duke of York",failed,400928
r1_alias_not_found,I couldn't find any information about a person named Ursula von der Leyen being married to someone who is a high-ranking official like Ursula von der Leyen.,failed,400925
r1_alias_not_found,Jonah Hill's ex-wife,failed,400929
r1_alias_not_found,Hans Christian Andersen,failed,400930
r1_alias_not_found,Michael Douglas,failed,400932
r1_alias_not_found,Martina Hingis,failed,400931
r1_alias_not_found,Anna Kournikova,failed,400934
r1_alias_not_found,Anushka Sharma,failed,400935
r1_alias_not_found,Laura Wilkinson,failed,400936
r1_alias_not_found,Yumi Asō,failed,400938
r1_alias_not_found,Kate Beckinsale,failed,400939
r1_alias_not_found,Rahmatullah Bakary,failed,400940
r2_alias_not_found,Irwin S. Gilmore,failed,400937
r1_alias_not_found,Raj Kundra,failed,400942
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,400941
r1_alias_not_found,Bryant Gumbel,failed,400943
r1_alias_not_found,Chris Evans,failed,400945
r1_alias_not_found,Rajesh Khanna's wife was Neetu Singh,failed,400946
r1_alias_not_found,Iulia Schweinsteiger,failed,400947
r2_alias_not_found,Stanley Timberlake,failed,400944
r1_alias_not_found,Chris Noth,failed,400948
r1_alias_not_found,Gérard Depardieu,failed,400950
r1_alias_not_found,Rajesh Khanna,failed,400951
r1_alias_not_found,I don't have enough information to determine who Marco Reus' spouse is. Can you provide more context or clarify who Marco Reus is?,failed,400949
r1_alias_not_found,Stefan Schiffer,failed,400952
r1_alias_not_found,Linda Blair,failed,400953
r1_alias_not_found,Richard Thomas,failed,400954
r1_alias_not_found,Nikolaos Papadopoulos,failed,400955
r1_alias_not_found,Tom Leopold,failed,400957
r1_alias_not_found,Abdoulaye Wade,failed,400958
r1_alias_not_found,Sarah Harding,failed,400959
r1_alias_not_found,James McAvoy,failed,400960
r1_alias_not_found,Maria Kirilenko,failed,400961
r2_alias_not_found,I cannot provide information about a private citizen's family. Is there anything else I can help you with?,failed,400956
r1_alias_not_found,Elliott Smith,failed,400962
r1_alias_not_found,Ratnawati,failed,400963
r1_alias_not_found,Noah Wyle,failed,400964
r1_alias_not_found,Zhang Ziyi,failed,400965
r1_alias_not_found,Noah Centineo,failed,400966
r1_alias_not_found,Prince Michael of Kent.,failed,400967
r1_alias_not_found,Chris Noth,failed,400968
r1_alias_not_found,Yves Lefebvre,failed,400969
r1_alias_not_found,Olivia Newton-John,failed,400970
r1_alias_not_found,Kristin Bjørndalen,failed,400971
r1_alias_not_found,Ivan Konevich,failed,400972
r1_alias_not_found,Randy Orton,failed,400973
r1_alias_not_found,Jan Ullrich,failed,400975
r1_alias_not_found,I don't have information on a person named Suman Pokhrel. Can you provide more context or details?,failed,400974
r1_alias_not_found,Felipe Gómez de Cid,failed,400977
r1_alias_not_found,Nicola Peltz,failed,400978
r1_alias_not_found,I couldn't find any information on a person named Victor Ponta being married to someone's spouse. Could you provide more context or clarify who Victor Ponta is?,failed,400976
r1_alias_not_found,No information is available about a spouse of Mary Steenburgen.,failed,400980
r2_alias_not_found,Rajkumar Sharma,failed,400979
r1_alias_not_found,Ivan Kirsanov,failed,400982
r2_alias_not_found,John R. McGraw,failed,400981
r1_alias_not_found,Sarah Wollaston,failed,400983
r1_alias_not_found,Fiona Ball,failed,400984
r1_alias_not_found,Albert II,failed,400985
r1_alias_not_found,Ivan Sobchak,failed,400987
r1_alias_not_found,Mary Robinson,failed,400988
r1_alias_not_found,No information is available about a person named Laetitia Casta being married to someone else.,failed,400986
r1_alias_not_found,Maria Luiza Ribeiro,failed,400989
r1_alias_not_found,Jan Šáger,failed,400990
r1_alias_not_found,Samantha Nivert,failed,400992
r1_alias_not_found,"I apologise, but I cannot verify who the spouse of Jonas Gahr Støre is.",failed,400991
r1_alias_not_found,Julia Louis-Dreyfus,failed,400993
r1_alias_not_found,Rajesh Shetty,failed,400995
r1_alias_not_found,John Wilson,failed,400996
r1_alias_not_found,Lisa Graf,failed,400997
r1_alias_not_found,Jacqueline Boivin,failed,400998
r1_alias_not_found,Isla Farrow,failed,400999
r1_alias_not_found,George Clooney,failed,401000
r1_alias_not_found,I couldn't find any information on a person named Fernando Verdasco being married to someone else. It's possible that you may be thinking of another person or incorrect information. If you could provi,failed,400994
r2_alias_not_found,Paul O'Brien,failed,401001
r1_alias_not_found,Mary Wortley Montagu,failed,401003
r1_alias_not_found,No information is available about the spouse of Emmanuelle Seigner.,failed,401004
r1_alias_not_found,Sarah Ferguson,failed,401005
r1_alias_not_found,I couldn't find any information on a person named Bryan Danielson being married to someone else. Could you provide more context or clarify who Bryan Danielson is? I'll do my best to help with the corr,failed,401002
r1_alias_not_found,Raj Singh Arora,failed,401006
r1_alias_not_found,Mikaela Lindström,failed,401007
r1_alias_not_found,Emily Ratajkowski,failed,401008
r1_alias_not_found,Calvin Harris,failed,401009
r1_alias_not_found,I couldn't find any information on a person named Josip Jelačić. Could you provide more context or clarify who Josip Jelačić is? I'll do my best to help.,failed,401010
r1_alias_not_found,I couldn't find any information on a person named Avery Brundage being married to someone notable enough to have a spouse. Could you provide more context or clarify who Avery Brundage is?,failed,401011
r1_alias_not_found,Yumi Masunaga,failed,401013
r1_alias_not_found,Ana Maria Munoz,failed,401014
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,401012
r1_alias_not_found,Francesca Annis,failed,401015
r1_alias_not_found,Christie Clark,failed,401017
r1_alias_not_found,Sophia Richie,failed,401018
r1_alias_not_found,I couldn't find any information on a person named Aladár Gerevich. Could you provide more context or clarify who Aladár Gerevich is? I'll do my best to help.,failed,401016
r1_alias_not_found,I couldn't find any information on a person named Jérôme d'Ambrosio. Could you provide more context or clarify who Jérôme d'Ambrosio is? I'll do my best to help.,failed,401019
r1_alias_not_found,I couldn't find any information on a person named Lukáš Krpálek. Could you provide more context or details about who Lukáš Krpálek is?,failed,401020
r1_alias_not_found,Anand Giri Kapoor,failed,401023
r2_alias_not_found,John Kidman,failed,401022
r2_alias_not_found,I cannot provide information about a private citizen's family. Is there anything else I can help you with?,failed,401021
r1_alias_not_found,No information is available about a spouse for Ludivine Sagnier.,failed,401024
r1_alias_not_found,"I cannot provide information about a private citizen's personal life, including their spouse. Is there anything else I can help you with?",failed,401025
r1_alias_not_found,No information is available about a spouse for Pamela Adlon.,failed,401026
r1_alias_not_found,George W. Bush,failed,401028
r1_alias_not_found,Stefan Fuster,failed,401029
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,401027
r1_alias_not_found,Catherine Deneuve,failed,401031
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,401032
r1_alias_not_found,I don't have information on a person named Tatiana Golovin being married to someone's spouse. Can you provide more context or clarify who Tatiana Golovin is?,failed,401030
r1_alias_not_found,Noah Taylor,failed,401033
r1_alias_not_found,Ivan Hargreaves,failed,401034
r1_alias_not_found,Karan Kundra,failed,401035
r1_alias_not_found,Chris Parker,failed,401036
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,401038
r1_alias_not_found,I don't have information on an individual named Amelia Vega being married to someone else. Can I help you with something else?,failed,401037
r1_alias_not_found,John Lewis,failed,401039
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,401040
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,401041
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,401043
r1_alias_not_found,Ivan Kuznetsov,failed,401044
r1_alias_not_found,Elizabeth Blackwell,failed,401045
r1_alias_not_found,Chris Eubank,failed,401046
r1_alias_not_found,I couldn't find any information on a person named Masaharu Fukuyama being married to someone who is well-known in public life. It's possible that you may be thinking of a different person or the name ,failed,401042
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,401047
r1_alias_not_found,Igor's wife was Natalia Goncharova.,failed,401048
r1_alias_not_found,Gábor Mészáros,failed,401049
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,401050
r1_alias_not_found,No information is available about a person named Christiane Martel being married to someone else.,failed,401051
r1_alias_not_found,Ariana Grande,failed,401052
r1_alias_not_found,Justin Thomas,failed,401053
r1_alias_not_found,Natascha van der Poll,failed,401055
r1_alias_not_found,Jan Kuchař,failed,401056
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,401054
r1_alias_not_found,Noah Segerstrale,failed,401057
r1_alias_not_found,"I cannot provide information about a private citizen's personal life, including their spouse. Is there anything else I can help you with?",failed,401059
r1_alias_not_found,Richard Branson,failed,401060
r1_alias_not_found,I cannot provide information about a private citizen's family. Is there anything else I can help you with?,failed,401061
r1_alias_not_found,I couldn't find any information on a person named Géza Imre or their spouse. It's possible that this is a fictional character or a private individual whose personal life is not publicly known. If you ,failed,401058
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,401064
r1_alias_not_found,I don't have information on a person named Daiya Seto. Can you provide more context or clarify who Daiya Seto is?,failed,401062
r1_alias_not_found,Samantha Belcher,failed,401066
r1_alias_not_found,Ebele Okwuoma,failed,401067
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,401065
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,401069
r1_alias_not_found,I couldn't find any information on a person named Daniël de Ridder. Could you provide more context or clarify who Daniël de Ridder is? I'll do my best to help.,failed,401068
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,401070
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,401071
r1_alias_not_found,Brittany Darnell,failed,401073
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,401072
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,401075
r1_alias_not_found,I couldn't find any information on a person named Elsa Zylberstein being married to someone notable like Kristoff's wife Anna.,failed,401074
r1_alias_not_found,Jean-Marie Le Pen,failed,401077
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,401076
r1_alias_not_found,I couldn't find any information on a person named Clemente Russo being married to someone who is notable or public. Could you provide more context or clarify who Clemente Russo is?,failed,401078
r1_alias_not_found,Kerris Dorsey,failed,401080
r1_alias_not_found,I couldn't find any information on a person named Emese Hunyady. Could you provide more context or clarify who Emese Hunyady is? I'll do my best to help.,failed,401079
r1_alias_not_found,"I'm sorry, but I cannot verify who the spouse of Sakura Andō is. Is there anything else I can help you with?",failed,401081
r1_alias_not_found,I don't have information on a person named Jaime Bergman. Could you provide more context or clarify who Jaime Bergman is?,failed,401082
r1_alias_not_found,"I cannot provide information about a private citizen's personal life, including their spouse. Is there anything else I can help you with?",failed,401084
r1_alias_not_found,I couldn't find any information on a person named Allan Nielsen being married to someone notable enough to have a spouse. Could you provide more context or clarify who Allan Nielsen is?,failed,401083
r1_alias_not_found,Prince Michael of Prussia,failed,401085
r1_alias_not_found,Emily Tindall,failed,401087
r1_alias_not_found,I don't have information on Ids Postma's spouse.,failed,401086
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,401088
r1_alias_not_found,I cannot provide information about a private citizen's spouse. Is there anything else I can help you with?,failed,401089
r1_alias_not_found,Barbara Pierce Bush,failed,401091
r1_alias_not_found,Jan Švankmajer,failed,401092
r1_alias_not_found,I cannot provide information about a private citizen's personal life. Is there anything else I can help you with?,failed,401090
